Millis,Load_Cell,Linear_Pot (scaled),Thermocouple
25324,-8,4.597,
25334,-8.06,4.51,
25346,-8.08,4.43,
25356,-8.07,4.351,
25367,-8.12,4.271,
25378,-8.19,4.191,
25389,-8.21,4.104,
25400,-8.23,4.024,
25410,-8.25,3.944,
25421,-8.26,3.864,
25432,-8.2,3.777,
25443,-8.13,3.697,
25453,-8.04,3.617,
25464,-7.94,3.544,
25476,-7.86,3.464,
25486,-7.78,3.392,
25497,-7.71,3.319,
25507,-7.65,3.247,
25519,-7.62,3.167,
25529,-7.57,3.101,
25540,-7.51,3.029,
25550,-7.44,2.956,
25562,-7.38,2.891,
25573,-7.34,2.818,
25583,-7.22,2.753,
25594,-7.11,2.687,
25605,-6.99,2.636,
25616,-6.58,2.542,
25626,-6.42,2.506,
25637,-6.52,2.448,
25648,-6.05,2.39,
25659,-6.13,2.331,
25670,-6.32,2.281,
25680,-6.05,2.23,
25692,-6.01,2.172,
25702,-6.01,2.121,
25713,-5.88,2.077,
25723,-5.74,2.034,
25735,-5.6,1.99,
25745,-5.43,1.946,
25756,-5.24,1.917,
25766,-5.1,1.881,
25778,-5,1.845,
25789,-4.85,1.808,
25799,-4.67,1.779,
25810,-4.5,1.75,
25821,-4.38,1.721,
25832,-4.21,1.7,
25842,-3.99,1.678,
25853,-3.77,1.663,
25864,-3.56,1.634,
25875,-3.41,1.62,
25886,-3.19,1.605,
25896,-2.98,1.598,
25908,-2.73,1.591,
25918,-2.41,1.583,
25929,-2.12,1.576,
25939,-1.83,1.576,
25951,-1.42,1.569,
25961,-0.7,1.576,
25972,-0.07,1.569,
25984,0.1,1.583,
25994,0.45,1.583,
26005,1.09,1.598,
26015,1.46,1.605,
26027,1.66,1.62,
26037,1.78,1.641,
26048,1.83,1.663,
26058,1.88,1.678,
26070,1.96,1.714,
26081,2.02,1.721,
26091,2.1,1.758,
26102,2.17,1.787,
26113,2.27,1.816,
26124,2.35,1.852,
26134,2.49,1.888,
26145,2.64,1.925,
26156,2.77,1.968,
26167,2.95,2.005,
26178,3.18,2.048,
26188,3.39,2.092,
26200,3.63,2.135,
26210,3.93,2.222,
26221,4.29,2.237,
26231,4.73,2.288,
26243,5.16,2.339,
26253,5.52,2.397,
26264,5.88,2.455,
26274,6.27,2.513,
26286,7.03,2.571,
26297,9.71,2.629,
26307,13.84,2.695,
26318,15.54,2.76,
26329,15.9,2.774,
26340,16.02,2.891,
26350,16.13,2.956,
26361,16.36,3.036,
26373,16.65,3.094,
26383,16.82,3.167,
26394,16.9,3.247,
26404,16.95,3.312,
26416,17.07,3.385,
26426,17.14,3.464,
26437,17.08,3.537,
26447,17.22,3.61,
26459,17.5,3.682,
26469,17.58,3.762,
26480,17.52,3.864,
26491,17.62,3.973,
26502,17.7,3.995,
26513,17.86,4.075,
26523,17.85,4.154,
26534,17.69,4.227,
26545,17.78,4.307,
26545,Switched from 1 to 2,,
26556,18.02,4.372,
26566,18.16,4.459,
26577,18.12,4.539,
26589,18.05,4.612,
26599,18.13,4.706,
26610,18.15,4.779,
26620,18.04,4.852,
26632,17.94,4.932,
26642,17.97,4.975,
26653,18.08,5.084,
26663,18.04,5.164,
26675,17.88,5.244,
26686,17.91,5.324,
26696,17.97,5.404,
26707,17.89,5.484,
26718,17.68,5.549,
26729,17.6,5.629,
26739,17.69,5.709,
26750,17.61,5.781,
26761,17.44,5.847,
26772,17.28,5.927,
26783,17.21,5.999,
26793,17.13,6.065,
26805,16.89,6.13,
26815,16.63,6.203,
26826,16.51,6.268,
26836,16.39,6.333,
26848,16.21,6.399,
26858,16.12,6.457,
26869,15.96,6.515,
26880,15.74,6.58,
26891,15.17,6.631,
26902,14.84,6.682,
26912,14.62,6.74,
26924,14.38,6.791,
26934,13.98,6.834,
26945,13.6,6.878,
26955,13.3,6.922,
26967,13,6.958,
26977,12.55,7.016,
26988,12.29,7.031,
26999,11.89,7.06,
27010,11.35,7.096,
27021,10.89,7.118,
27031,10.41,7.139,
27042,9.97,7.161,
27053,9.41,7.169,
27064,8.85,7.183,
27074,8.38,7.183,
27085,8.05,7.19,
27096,7.47,7.19,
27107,6.24,7.19,
27118,4.66,7.198,
27128,3.34,7.176,
27140,1.96,7.154,
27150,0.57,7.132,
27161,-0.74,7.11,
27171,-2.2,7.081,
27183,-3,7.052,
27193,-3.41,7.009,
27204,-3.72,6.98,
27215,-4.06,6.936,
27226,-4.37,6.885,
27237,-4.68,6.849,
27247,-4.97,6.791,
27258,-5.23,6.74,
27269,-5.56,6.675,
27280,-5.9,6.609,
27290,-6.22,6.544,
27301,-6.48,6.479,
27313,-6.64,6.406,
27323,-6.76,6.341,
27334,-6.91,6.261,
27344,-7.11,6.188,
27356,-7.42,6.101,
27366,-7.84,6.021,
27377,-8.25,5.927,
27387,-8.53,5.839,
27399,-8.69,5.745,
27399,Switched from 2 to 0,,
27410,-8.82,5.651,
27420,-9.06,5.563,
27431,-9.29,5.454,
27442,-9.47,5.353,
27453,-9.68,5.258,
27463,-9.74,5.157,
27474,-9.62,5.062,
27485,-9.39,4.968,
27496,-9.08,4.881,
27507,-8.81,4.786,
27517,-8.58,4.706,
27529,-8.47,4.619,
27539,-8.38,4.532,
27550,-8.28,4.452,
27560,-8.13,4.372,
27572,-7.78,4.3,
27582,-7.37,4.234,
27593,-7.14,4.169,
27604,-7.06,4.104,
27615,-6.99,4.038,
27626,-6.81,3.973,
27636,-6.65,3.915,
27648,-6.55,3.857,
27658,-6.45,3.806,
27669,-6.31,3.755,
27679,-6.17,3.697,
27691,-6.03,3.646,
27701,-5.9,3.595,
27712,-5.82,3.552,
27723,-5.71,3.508,
27734,-5.58,3.464,
27745,-5.44,3.421,
27755,-5.32,3.377,
27766,-5.24,3.341,
27777,-5.09,3.305,
27788,-4.97,3.276,
27798,-4.89,3.239,
27809,-4.79,3.203,
27821,-4.7,3.174,
27831,-4.6,3.138,
27842,-4.47,3.109,
27852,-4.35,3.087,
27864,-4.31,3.058,
27874,-4.24,3.029,
27885,-4.12,3.007,
27895,-4.04,2.978,
27907,-3.98,2.956,
27918,-3.9,2.934,
27928,-3.78,2.92,
27939,-3.69,2.898,
27950,-3.6,2.876,
27961,-3.51,2.862,
27971,-3.41,2.847,
27982,-3.31,2.833,
27993,-3.23,2.811,
28004,-3.18,2.803,
28015,-3.09,2.789,
28025,-3,2.774,
28037,-2.94,2.767,
28047,-2.89,2.753,
28058,-2.8,2.745,
28068,-2.7,2.731,
28080,-2.63,2.724,
28090,-2.54,2.716,
28101,-2.45,2.709,
28112,-2.38,2.702,
28123,-2.31,2.695,
28134,-2.23,2.687,
28144,-2.17,2.687,
28155,-2.12,2.68,
28166,-2.03,2.673,
28177,-1.95,2.673,
28187,-1.86,2.673,
28198,-1.81,2.666,
28209,-1.75,2.666,
28220,-1.66,2.666,
28231,-1.59,2.666,
28241,-1.5,2.666,
28253,-1.39,2.666,
28263,-1.26,2.658,
28274,-1.15,2.666,
28284,-1.09,2.666,
28296,-1.03,2.666,
28306,-1,2.666,
28317,-0.99,2.666,
28328,-0.95,2.658,
28339,-0.94,2.666,
28350,-0.94,2.666,
28360,-0.91,2.658,
28371,-0.91,2.666,
28382,-0.91,2.666,
28393,-0.9,2.658,
28403,-0.88,2.666,
28414,-0.87,2.666,
28426,-0.87,2.658,
28436,-0.88,2.666,
28447,-0.89,2.666,
28457,-0.88,2.666,
28469,-0.85,2.666,
28479,-0.86,2.666,
28490,-0.87,2.658,
28500,-0.85,2.658,
28512,-0.84,2.658,
28523,-0.84,2.666,
28533,-0.84,2.666,
28545,-0.86,2.658,
28555,-0.86,2.666,
28566,-0.85,2.658,
28576,-0.86,2.666,
28588,-0.85,2.666,
28598,-0.84,2.666,
28609,-0.85,2.666,
28620,-0.85,2.666,
28631,-0.86,2.666,
28642,-0.84,2.666,
28652,-0.83,2.666,
28663,-0.83,2.666,
28674,-0.85,2.666,
28685,-0.83,2.666,
28695,-0.83,2.666,
28706,-0.82,2.658,
28718,-0.85,2.666,
28728,-0.84,2.666,
28739,-0.83,2.666,
28749,-0.84,2.666,
28761,-0.84,2.666,
28771,-0.84,2.666,
28782,-0.84,2.658,
28792,-0.84,2.658,
28804,-0.84,2.666,
28815,-0.84,2.666,
28825,-0.82,2.666,
28836,-0.83,2.666,
28847,-0.85,2.666,
28858,-0.81,2.666,
28868,-0.8,2.666,
28879,-0.81,2.666,
28890,-0.81,2.666,
28901,-0.82,2.666,
28911,-0.81,2.658,
28922,-0.84,2.666,
28934,-0.84,2.666,
28944,-0.82,2.666,
28955,-0.82,2.666,
28965,-0.81,2.666,
28977,-0.83,2.666,
28987,-0.84,2.666,
28998,-0.82,2.666,
29008,-0.81,2.666,
29020,-0.81,2.666,
29031,-0.82,2.666,
29041,-0.83,2.666,
29052,-0.84,2.666,
29063,-0.84,2.666,
29074,-0.85,2.658,
29084,-0.83,2.658,
29095,-0.81,2.658,
29106,-0.8,2.666,
29117,-0.8,2.666,
29128,-0.8,2.666,
29138,-0.8,2.666,
29150,-0.8,2.666,
29160,-0.8,2.658,
29171,-0.79,2.658,
29181,-0.79,2.666,
29193,-0.8,2.658,
29203,-0.81,2.666,
29214,-0.81,2.658,
29225,-0.8,2.658,
29236,-0.8,2.666,
29247,-0.8,2.666,
29257,-0.81,2.658,
29268,-0.81,2.666,
29279,-0.79,2.666,
29290,-0.8,2.658,
29300,-0.81,2.666,
29312,-0.82,2.666,
29323,-0.83,2.666,
29333,-0.84,2.666,
29344,-0.81,2.666,
29355,-0.79,2.666,
29366,-0.8,2.666,
29376,-0.8,2.666,
29387,-0.8,2.666,
29398,-0.8,2.666,
29409,-0.8,2.658,
29419,-0.81,2.666,
29430,-0.83,2.666,
29442,-0.84,2.666,
29452,-0.81,2.666,
29463,-0.82,2.666,
29473,-0.82,2.666,
29485,-0.8,2.658,
29495,-0.8,2.666,
29506,-0.81,2.658,
29516,-0.81,2.658,
29528,-0.81,2.666,
29539,-0.82,2.666,
29549,-0.81,2.666,
29560,-0.8,2.666,
29571,-0.78,2.666,
29582,-0.81,2.666,
29592,-0.81,2.666,
29603,-0.8,2.666,
29614,-0.81,2.666,
29625,-0.82,2.666,
29636,-0.79,2.666,
29646,-0.8,2.666,
29658,-0.81,2.658,
29668,-0.83,2.666,
29679,-0.81,2.666,
29689,-0.81,2.658,
29701,-0.81,2.666,
29711,-0.79,2.658,
29722,-0.8,2.666,
29732,-0.8,2.666,
29744,-0.78,2.666,
29755,-0.79,2.666,
29765,-0.81,2.666,
29776,-0.81,2.666,
29787,-0.78,2.666,
29798,-0.8,2.658,
29808,-0.83,2.666,
29819,-0.81,2.666,
29830,-0.82,2.658,
29841,-0.82,2.666,
29852,-0.81,2.658,
29862,-0.82,2.666,
29874,-0.83,2.666,
29884,-0.81,2.666,
29895,-0.8,2.658,
29905,-0.82,2.658,
29917,-0.79,2.658,
29927,-0.76,2.666,
29938,-0.79,2.666,
29949,-0.79,2.666,
29960,-0.8,2.666,
29971,-0.8,2.666,
29981,-0.78,2.666,
29992,-0.76,2.666,
30003,-0.78,2.666,
30014,-0.8,2.666,
30024,-0.79,2.666,
30035,-0.8,2.666,
30047,-0.81,2.666,
30057,-0.8,2.666,
30068,-0.79,2.666,
30078,-0.8,2.666,
30090,-0.79,2.666,
30100,-0.8,2.658,
30111,-0.81,2.666,
30121,-0.81,2.666,
30133,-0.79,2.666,
30143,-0.79,2.666,
30154,-0.82,2.666,
30166,-0.81,2.666,
30176,-0.81,2.666,
30187,-0.81,2.666,
30197,-0.81,2.666,
30209,-0.8,2.658,
30219,-0.77,2.666,
30230,-0.78,2.666,
30240,-0.8,2.666,
30252,-0.79,2.666,
30263,-0.78,2.666,
30273,-0.8,2.658,
30284,-0.81,2.666,
30295,-0.79,2.666,
30306,-0.8,2.658,
30316,-0.81,2.666,
30327,-0.81,2.666,
30338,-0.82,2.666,
30349,-0.81,2.666,
30360,-0.8,2.666,
30370,-0.81,2.666,
30382,-0.82,2.666,
30392,-0.79,2.658,
30403,-0.8,2.666,
30413,-0.81,2.666,
30425,-0.8,2.666,
30435,-0.79,2.666,
30446,-0.81,2.666,
30457,-0.81,2.666,
30468,-0.79,2.666,
30479,-0.78,2.658,
30489,-0.78,2.666,
30500,-0.79,2.666,
30511,-0.79,2.666,
30522,-0.8,2.666,
30532,-0.82,2.666,
30543,-0.81,2.658,
30554,-0.81,2.666,
30565,-0.79,2.666,
30576,-0.78,2.666,
30586,-0.8,2.666,
30598,-0.81,2.666,
30608,-0.8,2.658,
30619,-0.79,2.658,
30629,-0.78,2.666,
30641,-0.78,2.658,
30651,-0.78,2.666,
30662,-0.8,2.666,
30673,-0.8,2.666,
30684,-0.81,2.666,
30695,-0.82,2.666,
30705,-0.8,2.666,
30716,-0.79,2.666,
30727,-0.79,2.666,
30738,-0.78,2.658,
30748,-0.78,2.666,
30759,-0.8,2.658,
30771,-0.8,2.666,
30781,-0.81,2.666,
30792,-0.79,2.658,
30802,-0.79,2.666,
30814,-0.81,2.658,
30824,-0.8,2.666,
30835,-0.78,2.666,
30845,-0.8,2.666,
30857,-0.79,2.666,
30868,-0.76,2.658,
30878,-0.77,2.666,
30889,-0.81,2.666,
30900,-0.79,2.666,
30911,-0.77,2.658,
30921,-0.77,2.666,
30932,-0.79,2.666,
30943,-0.79,2.666,
30954,-0.79,2.658,
30964,-0.79,2.666,
30976,-0.79,2.666,
30987,-0.78,2.666,
30997,-0.79,2.666,
31008,-0.79,2.666,
31019,-0.79,2.666,
31030,-0.78,2.658,
31040,-0.78,2.658,
31051,-0.78,2.666,
31062,-0.78,2.666,
31073,-0.8,2.666,
31084,-0.79,2.658,
31094,-0.79,2.666,
31106,-0.8,2.666,
31116,-0.77,2.666,
31127,-0.77,2.666,
31137,-0.8,2.666,
31149,-0.8,2.666,
31159,-0.81,2.658,
31170,-0.78,2.666,
31181,-0.77,2.666,
31192,-0.8,2.666,
31203,-0.8,2.658,
31213,-0.78,2.666,
31224,-0.78,2.666,
31235,-0.77,2.666,
31246,-0.8,2.658,
31256,-0.8,2.666,
31267,-0.79,2.666,
31278,-0.77,2.666,
31289,-0.8,2.666,
31300,-0.82,2.658,
31310,-0.81,2.666,
31322,-0.78,2.666,
31332,-0.77,2.666,
31343,-0.79,2.666,
31353,-0.77,2.666,
31365,-0.77,2.666,
31375,-0.78,2.666,
31386,-0.78,2.666,
31397,-0.79,2.666,
31408,-0.8,2.666,
31419,-0.78,2.666,
31429,-0.78,2.666,
31440,-0.77,2.666,
31451,-0.78,2.666,
31462,-0.79,2.666,
31472,-0.79,2.658,
31483,-0.79,2.666,
31495,-0.78,2.666,
31505,-0.79,2.666,
31516,-0.81,2.666,
31526,-0.8,2.666,
31538,-0.79,2.666,
31548,-0.79,2.666,
31559,-0.79,2.658,
31569,-0.8,2.666,
31581,-0.78,2.666,
31592,-0.8,2.666,
31602,-0.79,2.666,
31613,-0.8,2.658,
31624,-0.81,2.666,
31635,-0.79,2.666,
31645,-0.78,2.666,
31656,-0.77,2.658,
31667,-0.77,2.666,
31678,-0.78,2.666,
31688,-0.78,2.666,
31699,-0.79,2.666,
31711,-0.79,2.658,
31721,-0.77,2.666,
31732,-0.77,2.666,
31742,-0.78,2.658,
31754,-0.79,2.666,
31764,-0.8,2.658,
31775,-0.78,2.666,
31785,-0.78,2.666,
31797,-0.79,2.666,
31808,-0.79,2.666,
31818,-0.79,2.658,
31830,-0.78,2.658,
31840,-0.79,2.666,
31851,-0.78,2.666,
31861,-0.78,2.666,
31873,-0.79,2.666,
31883,-0.77,2.666,
31894,-0.78,2.666,
31905,-0.78,2.658,
31916,-0.79,2.666,
31927,-0.79,2.666,
31937,-0.78,2.666,
31948,-0.79,2.666,
31959,-0.79,2.666,
31970,-0.8,2.666,
31980,-0.8,2.666,
31991,-0.78,2.658,
32003,-0.78,2.666,
32013,-0.8,2.666,
32024,-0.79,2.666,
32034,-0.8,2.666,
32046,-0.8,2.666,
32056,-0.8,2.666,
32067,-0.8,2.666,
32077,-0.8,2.666,
32089,-0.8,2.666,
32099,-0.79,2.666,
32110,-0.8,2.666,
32121,-0.8,2.658,
32132,-0.78,2.666,
32143,-0.78,2.666,
32153,-0.79,2.666,
32164,-0.77,2.658,
32175,-0.77,2.666,
32186,-0.79,2.666,
32196,-0.79,2.666,
32207,-0.79,2.666,
32219,-0.78,2.666,
32229,-0.78,2.658,
32240,-0.79,2.666,
32250,-0.79,2.666,
32262,-0.77,2.666,
32272,-0.76,2.658,
32283,-0.77,2.658,
32293,-0.77,2.666,
32305,-0.79,2.666,
32316,-0.78,2.666,
32326,-0.79,2.666,
32337,-0.8,2.666,
32348,-0.79,2.658,
32359,-0.79,2.666,
32369,-0.78,2.666,
32380,-0.79,2.666,
32391,-0.78,2.666,
32402,-0.78,2.658,
32412,-0.79,2.666,
32423,-0.77,2.666,
32435,-0.78,2.658,
32445,-0.8,2.666,
32456,-0.81,2.666,
32466,-0.79,2.666,
32478,-0.78,2.658,
32488,-0.8,2.666,
32499,-0.79,2.658,
32509,-0.8,2.666,
32521,-0.77,2.666,
32532,-0.77,2.666,
32542,-0.79,2.666,
32553,-0.78,2.666,
32564,-0.77,2.666,
32575,-0.78,2.658,
32585,-0.78,2.658,
32596,-0.77,2.666,
32607,-0.78,2.666,
32618,-0.78,2.666,
32629,-0.78,2.658,
32640,-0.77,2.666,
32651,-0.77,2.666,
32661,-0.78,2.658,
32672,-0.8,2.658,
32683,-0.78,2.666,
32694,-0.77,2.658,
32704,-0.78,2.666,
32715,-0.78,2.666,
32727,-0.79,2.666,
32737,-0.79,2.658,
32748,-0.8,2.666,
32758,-0.81,2.666,
32770,-0.78,2.666,
32780,-0.77,2.666,
32791,-0.8,2.658,
32801,-0.79,2.666,
32813,-0.75,2.666,
32824,-0.76,2.666,
32834,-0.77,2.666,
32845,-0.78,2.666,
32856,-0.78,2.666,
32867,-0.78,2.666,
32877,-0.8,2.666,
32888,-0.81,2.666,
32899,-0.8,2.666,
32910,-0.8,2.666,
32921,-0.77,2.666,
32931,-0.77,2.666,
32943,-0.79,2.658,
32953,-0.8,2.658,
32964,-0.79,2.658,
32974,-0.78,2.666,
32986,-0.79,2.666,
32996,-0.8,2.666,
33007,-0.79,2.658,
33017,-0.76,2.666,
33029,-0.76,2.666,
33040,-0.76,2.666,
33050,-0.75,2.666,
33061,-0.74,2.658,
33072,-0.79,2.666,
33083,-0.81,2.666,
33093,-0.78,2.666,
33104,-0.77,2.666,
33115,-0.79,2.666,
33126,-0.79,2.666,
33137,-0.79,2.666,
33147,-0.77,2.666,
33159,-0.76,2.666,
33169,-0.77,2.666,
33180,-0.79,2.666,
33190,-0.78,2.666,
33202,-0.78,2.658,
33212,-0.78,2.666,
33223,-0.78,2.666,
33234,-0.78,2.666,
33245,-0.79,2.666,
33256,-0.78,2.666,
33266,-0.78,2.666,
33277,-0.76,2.666,
33288,-0.77,2.666,
33299,-0.79,2.666,
33309,-0.79,2.666,
33320,-0.77,2.666,
33332,-0.77,2.666,
33342,-0.78,2.666,
33353,-0.79,2.666,
33363,-0.79,2.666,
33375,-0.78,2.658,
33385,-0.78,2.666,
33396,-0.78,2.666,
33406,-0.8,2.666,
33418,-0.79,2.658,
33429,-0.8,2.658,
33439,-0.8,2.666,
33451,-0.78,2.666,
33461,-0.77,2.666,
33472,-0.78,2.658,
33482,-0.77,2.666,
33494,-0.79,2.658,
33504,-0.79,2.658,
33515,-0.79,2.658,
33525,-0.79,2.666,
33537,-0.78,2.666,
33548,-0.79,2.666,
33558,-0.79,2.666,
33569,-0.78,2.666,
33580,-0.78,2.658,
33591,-0.79,2.666,
33601,-0.79,2.666,
33612,-0.78,2.666,
33623,-0.78,2.658,
33634,-0.78,2.666,
33645,-0.79,2.658,
33655,-0.78,2.666,
33667,-0.8,2.666,
33677,-0.8,2.666,
33688,-0.79,2.666,
33698,-0.78,2.666,
33710,-0.76,2.658,
33720,-0.77,2.666,
33731,-0.79,2.666,
33742,-0.81,2.666,
33753,-0.8,2.666,
33764,-0.77,2.658,
33774,-0.75,2.658,
33785,-0.77,2.666,
33796,-0.79,2.666,
33807,-0.79,2.666,
33817,-0.77,2.666,
33828,-0.76,2.666,
33840,-0.77,2.658,
33850,-0.76,2.666,
33861,-0.77,2.666,
33871,-0.79,2.666,
33883,-0.79,2.658,
33893,-0.79,2.666,
33904,-0.8,2.666,
33914,-0.78,2.666,
33926,-0.79,2.666,
33936,-0.78,2.666,
33947,-0.77,2.658,
33958,-0.78,2.666,
33969,-0.78,2.666,
33980,-0.76,2.666,
33990,-0.76,2.666,
34001,-0.78,2.666,
34012,-0.77,2.666,
34023,-0.79,2.666,
34033,-0.79,2.666,
34044,-0.77,2.666,
34056,-0.76,2.666,
34066,-0.77,2.666,
34077,-0.77,2.666,
34087,-0.77,2.666,
34099,-0.76,2.666,
34109,-0.78,2.666,
34120,-0.77,2.666,
34130,-0.78,2.666,
34142,-0.79,2.666,
34153,-0.77,2.658,
34163,-0.77,2.666,
34174,-0.78,2.666,
34185,-0.79,2.666,
34196,-0.78,2.666,
34206,-0.76,2.666,
34217,-0.78,2.666,
34228,-0.77,2.666,
34239,-0.76,2.666,
34250,-0.78,2.666,
34260,-0.8,2.666,
34272,-0.78,2.666,
34282,-0.75,2.666,
34293,-0.76,2.666,
34304,-0.8,2.666,
34315,-0.78,2.658,
34325,-0.77,2.658,
34336,-0.78,2.666,
34348,-0.79,2.658,
34358,-0.8,2.666,
34369,-0.78,2.658,
34379,-0.79,2.666,
34391,-0.78,2.666,
34401,-0.77,2.666,
34412,-0.79,2.658,
34422,-0.79,2.666,
34434,-0.78,2.658,
34444,-0.79,2.666,
34455,-0.79,2.666,
34466,-0.79,2.658,
34477,-0.8,2.666,
34488,-0.8,2.666,
34498,-0.79,2.666,
34509,-0.77,2.666,
34520,-0.79,2.666,
34531,-0.77,2.658,
34541,-0.78,2.666,
34552,-0.78,2.666,
34564,-0.77,2.666,
34574,-0.77,2.658,
34585,-0.76,2.666,
34595,-0.75,2.666,
34607,-0.76,2.658,
34617,-0.77,2.666,
34628,-0.76,2.658,
34638,-0.78,2.666,
34650,-0.79,2.666,
34661,-0.78,2.666,
34671,-0.8,2.658,
34682,-0.81,2.658,
34693,-0.79,2.666,
34704,-0.79,2.658,
34714,-0.79,2.666,
34725,-0.79,2.666,
34736,-0.77,2.666,
34747,-0.77,2.658,
34758,-0.78,2.666,
34768,-0.77,2.666,
34780,-0.77,2.666,
34790,-0.78,2.658,
34801,-0.76,2.666,
34811,-0.78,2.666,
34823,-0.79,2.666,
34833,-0.78,2.666,
34844,-0.77,2.658,
34854,-0.79,2.666,
34866,-0.8,2.666,
34877,-0.8,2.666,
34887,-0.81,2.666,
34898,-0.8,2.658,
34909,-0.78,2.666,
34920,-0.78,2.658,
34930,-0.78,2.658,
34941,-0.76,2.658,
34952,-0.76,2.666,
34963,-0.74,2.666,
34974,-0.76,2.658,
34984,-0.78,2.666,
34996,-0.78,2.666,
35006,-0.79,2.666,
35017,-0.78,2.658,
35027,-0.78,2.666,
35039,-0.78,2.666,
35049,-0.78,2.666,
35060,-0.78,2.666,
35072,-0.8,2.658,
35082,-0.8,2.666,
35093,-0.8,2.666,
35103,-0.79,2.658,
35115,-0.79,2.666,
35125,-0.76,2.666,
35136,-0.76,2.658,
35146,-0.79,2.666,
35158,-0.8,2.666,
35168,-0.78,2.658,
35179,-0.77,2.666,
35190,-0.76,2.666,
35201,-0.77,2.666,
35212,-0.78,2.666,
35222,-0.78,2.666,
35233,-0.76,2.666,
35244,-0.77,2.666,
35255,-0.79,2.666,
35265,-0.78,2.666,
35276,-0.76,2.666,
35288,-0.75,2.658,
35298,-0.75,2.666,
35309,-0.77,2.666,
35319,-0.78,2.666,
35331,-0.78,2.666,
35341,-0.78,2.666,
35352,-0.79,2.666,
35362,-0.8,2.666,
35374,-0.76,2.666,
35385,-0.74,2.666,
35395,-0.76,2.666,
35406,-0.76,2.658,
35417,-0.77,2.666,
35428,-0.78,2.658,
35438,-0.77,2.666,
35449,-0.78,2.666,
35460,-0.77,2.666,
35471,-0.75,2.666,
35482,-0.77,2.666,
35492,-0.77,2.666,
35504,-0.76,2.658,
35514,-0.76,2.666,
35525,-0.79,2.666,
35535,-0.78,2.666,
35547,-0.77,2.666,
35557,-0.77,2.666,
35568,-0.77,2.658,
35578,-0.76,2.666,
35590,-0.78,2.666,
35601,-0.79,2.666,
35611,-0.77,2.666,
35622,-0.76,2.658,
35633,-0.78,2.666,
35644,-0.78,2.666,
35654,-0.77,2.658,
35665,-0.77,2.666,
35676,-0.76,2.658,
35687,-0.77,2.666,
35698,-0.77,2.666,
35708,-0.77,2.666,
35720,-0.77,2.658,
35730,-0.79,2.666,
35741,-0.79,2.658,
35751,-0.77,2.666,
35763,-0.76,2.666,
35773,-0.77,2.666,
35784,-0.77,2.666,
35795,-0.78,2.666,
35806,-0.78,2.666,
35817,-0.76,2.666,
35827,-0.75,2.666,
35838,-0.76,2.666,
35849,-0.77,2.666,
35860,-0.76,2.658,
35870,-0.77,2.666,
35881,-0.77,2.666,
35893,-0.78,2.666,
35903,-0.77,2.658,
35914,-0.78,2.666,
35924,-0.76,2.666,
35936,-0.75,2.666,
35946,-0.78,2.666,
35957,-0.79,2.666,
35968,-0.78,2.666,
35979,-0.78,2.666,
35990,-0.78,2.666,
36000,-0.77,2.666,
36012,-0.79,2.658,
36022,-0.79,2.666,
36033,-0.79,2.666,
36043,-0.79,2.666,
36055,-0.79,2.666,
36065,-0.78,2.658,
36076,-0.78,2.666,
36086,-0.77,2.666,
36098,-0.77,2.658,
36109,-0.77,2.666,
36119,-0.78,2.666,
36130,-0.78,2.658,
36141,-0.79,2.666,
36152,-0.79,2.666,
36162,-0.77,2.666,
36173,-0.77,2.666,
36184,-0.78,2.666,
36195,-0.78,2.666,
36206,-0.77,2.666,
36216,-0.78,2.666,
36228,-0.78,2.658,
36238,-0.77,2.666,
36249,-0.78,2.658,
36259,-0.79,2.666,
36271,-0.78,2.666,
36281,-0.78,2.666,
36292,-0.8,2.666,
36303,-0.79,2.666,
36314,-0.77,2.666,
36325,-0.78,2.658,
36335,-0.79,2.666,
36346,-0.77,2.666,
36357,-0.76,2.666,
36368,-0.76,2.658,
36378,-0.76,2.658,
36389,-0.77,2.666,
36401,-0.78,2.658,
36411,-0.78,2.666,
36422,-0.76,2.666,
36432,-0.75,2.666,
36444,-0.77,2.658,
36454,-0.77,2.666,
36465,-0.76,2.666,
36475,-0.76,2.658,
36487,-0.76,2.666,
36497,-0.77,2.666,
36508,-0.77,2.666,
36519,-0.77,2.658,
36530,-0.77,2.666,
36541,-0.79,2.658,
36551,-0.78,2.666,
36562,-0.78,2.666,
36573,-0.79,2.666,
36584,-0.78,2.666,
36584,Switched from 0 to 9,,
36594,-0.78,2.658,
36605,-0.77,2.666,
36617,-0.8,2.658,
36627,-0.8,2.666,
36638,-0.79,2.666,
36648,-0.87,2.666,
36660,-1.26,2.658,
36670,-1.43,2.651,
36681,-1.56,2.644,
36691,-1.95,2.607,
36703,-2.39,2.622,
36714,-2.79,2.6,
36724,-3.15,2.586,
36736,-3.51,2.564,
36746,-3.8,2.535,
36757,-4.03,2.506,
36767,-4.24,2.477,
36779,-4.53,2.44,
36789,-4.77,2.404,
36800,-4.94,2.368,
36811,-5.07,2.324,
36822,-5.24,2.288,
36833,-5.38,2.244,
36843,-5.53,2.193,
36854,-5.64,2.15,
36865,-5.73,2.099,
36876,-5.79,2.055,
36886,-5.84,2.005,
36897,-5.82,1.961,
36909,-5.77,1.91,
36919,-5.72,1.867,
36930,-5.65,1.823,
36940,-5.49,1.779,
36952,-5.32,1.736,
36962,-5.15,1.7,
36973,-4.89,1.663,
36983,-4.56,1.641,
